,row_id,file_hash,raw_sha,count,url,mod_file,type,subtype_confidence,ask_robert,annotated,Robert reviewed,notes_free_text,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,subtype_num,original_subtype_label
1943,649,5fa8e60706ce9c74272910437fbde491b6e3a3b259fb3b3936df6b128590b0f8,c7e1914bf130bb737a68324d987925958c50646d32f7090e60c6b351b299327f,44,https://modeldb.science/266864?tab=2&file=purkinje_pf_source_code/mod/nap.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_2,
1944,650,83e76fdff0d1d9dac2c1adeefc42a8de6795276006d9197c92e16b8ea72055ed,a20f2d730d720aab17a46491716e38008194beb0282038f7a05c83c299e08c7a,6,https://modeldb.science/266799?tab=2&file=PRC_network_code/figure2/figure2C/mod/Kv34.mod,,I K,3 - Highly confident,n,y,,8/9: A -> D-R since 1 gate and Kv3.,,,,,subtype_2,
1945,651,3c416948af370e9673ee4a0c0df4c02b6ec9ab75abef3543a72b7147122f2e9c,bbfb4bd3ef5bdd10f69a6541bb764786c57321f73b314032b140feaca0b82dce,1,https://modeldb.science/98005?tab=2&file=D2modulation/na_ch.mod,,I Na,3 - Highly confident,n,y,,lots of different na states,,,,,subtype_2,
1946,652,840bc7359298d97bb410987ce6456f1666f232446f7552ad31750575a8867807,4bc87a4c1a24511941f05f11ccee1d85df462abf2cfeb15f1d1598b69e3166fc,2,https://modeldb.science/114355?tab=2&file=v8sources/mechanisms/backup/M_kaprox.mod,,I K,3 - Highly confident,n,y,,Assume A-type -> A-type transient,,,,,subtype_2,
1947,653,cf566fdb0b7a097e2a8a74ffe1bf92ef433fb1f04d7cf80bd231cc7fcf411159,27b667452700b248256d70dbc5808120e8890176a284c46a7745aea9a0bd2c07,3,https://modeldb.science/267599?tab=2&file=cholinergic_shift_generalize/na3dend.mod,,I Na,3 - Highly confident,n,y,,8/9: Updated confidence. NaG -> NaS,,,,,subtype_2,
1948,654,8ad98abea34d121d8a2eac25398457130be00d9343992d2ff3adeb12b0058616,95999b515fe7cf1842fe9ef7b2c626b2564cae7fcb488c02d72dff1c853eaefd,4,https://modeldb.science/267088?tab=2&file=ModelDB_upload/Hu-based_model/backprop_threshold_somatic_stimulation/CLSTmainen.mod,,I Multi,3 - Highly confident,n,y,,HH variant,,,,,subtype_2,I K (Delayed Rectifier)
1949,655,8f0fbca354548556773037da23d0ebb9e581916835495ec34d4010e1ec290dc0,a8b404c2fa20777fc95750f8186db99110776ee58d89cf2f612e51f80e16da44,2,https://modeldb.science/267501?tab=2&file=Petousakis_et_al_2023_Model/mod.files/kv.mod,,I K,3 - Highly confident,n,y,,8/9: 1 gate so delayed rectifier,,,,,subtype_2,
1950,656,b404305ba38504f63888c0060ca9d29414f13bc6a348af328f1e75bbdbec294c,96318934eb4d84badc8cc0c1c9b4cf3a55bfa30005808c3e6ddf343b95e5ce2d,1,https://modeldb.science/258738?tab=2&file=CA3modelCode_npjSchizophrenia_September2020--main/km.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1951,657,a9d7cf23f9f0ae9be9263bdd0575abff9d52a99a314ac20ce9d03b9bcf7ccae1,02c6312440b65b129a19f749a69b08b414368987b7b272753bb7f889e7f5b63e,2,https://modeldb.science/114355?tab=2&file=v8sources/mechanisms/backup/G_kadist.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1952,658,4b53a8f19ff91118f6ec4524c764e1fa561660b80e4c61f5cb16ea84296215ea,b5dabede72c462ff6230bca0cbd04d19c69c16b9339a16e3e745a4b3d92290b6,1,https://modeldb.science/266900?tab=2&file=ModelDB_BJ2022/na3n.mod,,I Na,3 - Highly confident,n,y,,8/9: Updated confidence. NaG -> NaS,,,,,subtype_2,
1953,659,6438083b49008c1f6408f62a7e13e84c4bd44e2bd95d47a7ba2d19a84cb3620b,332f7c2884b89002a8c1689eeef3d6c9354d423ec41700a28030e422a4f31b23,1,https://modeldb.science/98017?tab=2&file=SFS-IPS-WM-network/gapJ.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1954,660,af699e94aeb2d33f59b9f42ee85cba91b007edd48f49254d589868222144798b,9587855858be36f52e5f181b0a862773da5fda4891051c3e43dc9c30714bf0af,1,https://modeldb.science/145836?tab=2&file=MoradiEtAl2012/SynNMDA10_2_2.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_2,
1955,661,5e232bf288d52559b8d78fd74ebd6b056ae3b0dbde893cf2174460a9840b8637,997fbc799e34fef47f95258168e84e0661b92ab46e344e1c60bc68a5b64d2cd1,1,https://modeldb.science/125385?tab=2&file=Sbpap_code/mod/skm.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1956,662,492eddbcc7af0b68c9cf256e7c3eabdd94c2f51684e93a66af10f216b195d78f,f3874fa2953675e99ea3fef011547375e0eb04604d6a1e4bc7ca960f9c1a2bc8,1,https://modeldb.science/267666?tab=2&file=publishable_code_4/PostProtCleftDyn.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1957,663,5895696ef1a73b092bc340984145d5b9a3329ca7efead11f4db664f9e78cec6d,612c5a36db2dd27069b968127ec6a3bc57844cca7cb806d3a149de6689f81ce1,2,https://modeldb.science/267267?tab=2&file=Neuron%20Code%20for%20Paper/mod_files/cadyn.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1958,664,888447001b679e9195e04cc95b67888a329d40cdd8ea701af9280803e24534dd,b1361cacd3c31921eae581a3452f2ec550bc97ef5ff22c42ad0e2cac6a818313,1,https://modeldb.science/266818?tab=2&file=Ventricular_GUI.CircRes.ModelDB/Kto_f.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1959,665,82d9f3b3a286948b13d994708097f682754165ec2991abb29f83ebdecf1d17d5,134344f1afa60281ae31780b94c7a7a2ee7b231dc660c00346fc661732db646c,3,https://modeldb.science/237595?tab=2&file=TzilivakiEtal_FSBCs_model/Multicompartmental_Biophysical_models/mechanism/kadistin.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1960,666,9850182515801f024be093cb02119a2f4e981f0a194949cd6a7b15fb3a97c789,d29ad912d54da0eae9128d7b495f295953e6d3257586b3aade8364e8215c4c92,2,https://modeldb.science/153574?tab=2&file=olfactory-bulb-gilra-bhalla/channels/neuron_channels/kamt.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1961,667,2288b03f39a0f23047eddea0734ed369c8c07cedbb0e390b04ba57cf929f4a7f,ae94ce572e8c775f0d739bfabbd5b5c68fe3d3763be2f335d475121bf4694183,2,https://modeldb.science/2016666-old?tab=2&file=popovic2015/minmax.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_2,
1962,668,a1f3cc2d95f62c4027857646cd99e2ec2d4b90e60fd3b34c45d720b88bbcc6e9,84a281669eb6f0a1c458bec417006fe214c9be3d9d696089f5f56e96b649da42,4,https://modeldb.science/267189?tab=2&file=Crbl_tDCS_Zhang2021/DCN/mod_files/sKdr.mod,,I K,3 - Highly confident,n,y,,8/9: Updated confidence,,,,,subtype_2,
1963,669,5018304acd0ab24793a4cde224719e8df15a50a977604073b98567908b535573,5a0bcbf48da44141300bfac02f7c3eeb5f1499beeee32ac8f067f271192d77ee,1,https://modeldb.science/150288?tab=2&file=KimEtAl2013/im.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1964,670,468384780071518daad7eab488e5087fc223d8d03938bbdc80b60ed1de06896e,95f4a5b813123082453302ff76ab4e54b7833b4759dc4e00148da3cd72d30940,1,https://modeldb.science/121253?tab=2&file=stnAxonDbsModel/axnodenew2.mod,,I Multi,3 - Highly confident,n,y,,HH variant,,,,,subtype_2,I K (Delayed Rectifier)
1965,671,b0d59399d9b19f506b89b78f5ac9cc58e33ba9ad74d2a07d66da72caab5f970a,f6b3f80fb24a3a8ae84225db536bf1029827b4f9821f4dda45cedc7fe47c976d,2,https://modeldb.science/151282?tab=2&file=ca3ihdemo/HCN1.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_2,
1966,672,a1577c9662b85b3948caac31cb378eddf944d1dc38106e0d637ae101700b1037,c34114d175741e531272759b2f1e8920d0bd55c47e0bf7e6c5e2d519e647716d,1,https://modeldb.science/143072?tab=2&file=CogganEtAl2011/NEURONcode/ht.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1967,673,787bd931629382fa361b7b2195b423cda5a57ee55860307771a6fa189d384afb,fe8017857e351ea1e8bb557b6fdea992c65c37cb7903908a60d173de62516fd0,1,https://modeldb.science/64229?tab=2&file=netmod/parbush/vecst.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1968,674,37f5da8180e0eaaed6676e4a733c8393a7d88a6a44d77f5e3735644e7e26b4b4,a94db74a73fe55c054653d13b4d9f6edaf05612e2897d36df58b09f5dbeceb98,2,https://modeldb.science/124043?tab=2&file=larkumEtAl2009_2/h.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_2,
1969,675,e661d55f46057456db636270d8aa37a5c3d3daa5887643750ca866719fbdd2ba,1c7c0e9eddce4f53f680c129fbb705fd4dab525df9a830432e839f8dfd28f913,4,https://modeldb.science/258738?tab=2&file=CA3modelCode_npjSchizophrenia_September2020--main/Gfluctp.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1970,676,777d0e7e0ad86f324bfaed268b6e3a44d7d6af3f66e296e28b56f7a72f4d2545,ed5541662e38d90a39228ffbb26529fefbc6f1a8fe048fab4b95f1371ffaebfc,1,https://modeldb.science/247968?tab=2&file=FengEtAl2019/kadist.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1971,677,fa038375e7b651db2732d28f7d24f30332969a912c31237c4bfc4eaa17d1b601,23b87979391238f1143d6363cf272180024cecb1739d2bd7c5025b45ce0ba030,2,https://modeldb.science/267646?tab=2&file=JNE%20Model%20for%20ModelDB/Model%20Files/Bip_Ca.mod,,I Multi,1 - Not confident at all,y,y,,2/6: updated confidence,,,,,subtype_2,I K (General)
1972,678,d6f02f33945f8a0e6e33a72343c1c74fcfba93f61ecb13ca8b252438b9e337eb,7b61db481f38ad757a5fb1bab79168300d00c89b22b917bdd59416a11772a0c0,1,https://modeldb.science/185330?tab=2&file=EnricoEtAl2016/nabalan.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1973,679,24c80386c55da549532b5cb03ab735f76fdbe7807203ca04dbe9a39781c5e049,83971f198f9458d822ae80ed8113affbd06062074d8892f0bcfd35f97319c907,1,https://modeldb.science/244687?tab=2&file=Coincidence_Detection/nmda5.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_2,
1974,680,236c5935800a7269f7ccc0d718fcedc66e8380752d5c67d58ee0990f2a89c124,eef03e6c644a150273577aa94e78fadd56d9b6e24d8b41d4bac69faaef441eff,1,https://modeldb.science/267293?tab=2&file=modulhcn/modulhcn_hay/ProbAMPANMDA2.mod,,R Multi,3 - Highly confident,n,y,,,,,,,subtype_2,R Glutamate (AMPA)
1975,681,592a10153fdeb25a527c84bf6837c6a7dafa7d680558cb0f397470d9060be334,89e714411898ed0ac47846f8129e8f9f5d6cb846f8f1006c8a92e72ef2062e63,1,https://modeldb.science/155057?tab=2&file=L5microcircuit/mechanism/h.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_2,
1976,682,e649e526622ee722bf6ea3d9635596705f845223990d6a298891aafd18b0d86e,75fbba2654cbcf9e25eaba65a25ad661a1cd8560daaf5f10723036ab2d4ffa5f,2,https://modeldb.science/143633?tab=2&file=Birdno_et_al_2012/modfiles/isina.mod,,I Na,3 - Highly confident,n,y,,assume NaT since 2 gates,,,,,subtype_2,
1977,683,3356b4acaaab3508e43d431e637c5f9bb32c5a39959d65e1163ba20b8bb0c03a,ed036802dc43bce93e812fb1ef886e00581440b7f221c3c978157c065ebaff72,1,https://modeldb.science/267221?tab=2&file=bilash_2022/_codes/mechanisms/lca.mod,,I Ca,3 - Highly confident,n,y,,complex,,,,,subtype_2,
1978,684,f6367e9ad0515552d1f411f672a3f642c6fc84280bcc6a46a1ba1133910630f3,db3411a380501eca8a152be5012da143513936a93db6b51a3b25b11adc82b111,4,https://modeldb.science/267595?tab=2&file=L23Net/mod/tonic.mod,,Don't Know,1 - Not confident at all,y,y,,4/3: updated confidence,,,,,subtype_2,
1979,685,3b3c2ca8b6adabaf40d900d1da89621d5267df5062c5c5dfc3684b4d2711754f,c106a784792e556e1b7b631aea5cb67cc1f430de710bc1ae9a1da86eeeddf9ea,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/2_Pospischil/Segregated/IL_gutnick.mod,,I Ca,3 - Highly confident,n,y,,complex,,,,,subtype_2,
1980,686,0bea7e225ad7559c1ed547db513cdca424434e10ae21fb1b2fce32cb12e5a25a,cce76c5adb870af9aee1e0b03659ccc76134d75fd9ebbd574bdec62d4bb56b98,4,https://modeldb.science/222359?tab=2&file=NEURON_mEC/nax.mod,,I Na,3 - Highly confident,n,y,,assume NaT since 2 gates,,,,,subtype_2,
1981,687,0cc75313bb16ddb51446d8a8f58f02e5073810468adfbee3846515869ef75ebd,bce20c11e513e20efe0e669887030f2ee62dc67cc80a70e7c947b50b5fb28e1e,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/3_Mitral/Segregated/kO.mod,,I K,1 - Not confident at all,y,y,,8/9: still not sure about this one,,,,,subtype_2,
1982,688,3c13be213a5202e335491dd0152ab52ee1276d982cac9348515b408b8d05ff9e,94b2d3845c480db2e541281178d3c991f4aab84f178bafb5f2d941cdd6c40fd2,2,https://modeldb.science/126814?tab=2&file=develop/kaprox.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1983,689,6a483c852b98190d0d5958b684de5028dc16ae307c2efa494addc14bcade8e1c,113fe10483e6f3ad98b0130f83540da8c3a17d31f43a29d340f016ee05d8bb60,1,https://modeldb.science/39949?tab=2&file=spinycell/gspike.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1984,690,f60933c0e5bb055422a61f3f3468800cc69395b2dd73167b33b75bf763244fcd,565c3537d2132e259fd47cc05efcc185a3af96ff3e35e56d5e413c109c1e8be9,7,https://modeldb.science/38241?tab=2&file=CA1_multi/mechanism/not-currently-used/cacum.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_2,
1985,691,636b4f402b076e34445e5767544a3328d1ea792da09fd97052fd8782282934a0,90b1fcf0d7fafbfe526e9cbb4dd23df186f7af7c1cef2cb2940c9a6e5670420c,1,https://modeldb.science/46839?tab=2&file=GranuleCell/grg_na.mod,,I Na,3 - Highly confident,n,y,,assume NaT since 2 gates,,,,,subtype_2,
1986,692,04190646c347b693337a892293495e728b8180aab1921d7821fff199e2e730a7,02fe32acec62362696668bdf73199df855dd1b0804be99427759f68e43ce3c8d,2,https://modeldb.science/266851?tab=2&file=L5PYR_Resonance-master/models/AckerAntic/mod/na.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_2,
1987,693,7751364cf39107852c3bfc0694c3325b1e0cac991e098160b7496690c0737143,6983b98de37b7df0d458b4be58fbeef9214a1395e39e6511c0d31dc64ac30289,1,https://modeldb.science/267221?tab=2&file=bilash_2022/_codes/mechanisms/vecstim.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1988,694,3671467de1e9de539c9b19d458af170fe0162e2bbbda21dacbbb5966679f4085,167e163f2f14d1b8d6b59b6e40a4a29a339c1b4d51d343d800f8a1acf6f7521a,1,https://modeldb.science/64229?tab=2&file=netmod/perf1/invlfire.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1989,695,e26bfd2f30c8123a8a0b524c309d2db6df71cc7f5700c4b255ed7d87740a8466,50d27efbe82fccefc1b409d3324db2bd4269f896e0a18a5624f31326e45f69be,2,https://modeldb.science/136095?tab=2&file=ncdemo/updown.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1990,696,b32a2091c4065b83e7985648070971229e6cdcb5504e8d132ecbe56e01ba879f,c2a24dd393367301704a14141990f8c1c6c290bfd48f7f2b6401dc8c3255dd82,1,https://modeldb.science/267306?tab=2&file=MODELE_%20DA_NEURON/KVDRNTS.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1991,697,2dfb5a5e8c5709f190d120ca7350157d63f5e32b1f26e75ca309ff94c0f20d01,3c6cd1c956c4100aee25d01214f4eb4508bacc1cbcd9aca3e2b15795949ca90f,3,https://modeldb.science/249463?tab=2&file=l5pc_scz/almog/BK.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
1992,698,298a2eb4f8221f59f87f06f9d67e45c3eb2692b6830edbada7941f4b3551e1ac,61d6b4dfd565e4c0a22b6e5f2cdf46176e9764293a9f88507435bf109b69c8b3,1,https://modeldb.science/144450?tab=2&file=CA1_Gomez_2011/mechanism/somacar.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_2,
1993,699,560ac749926de8a576412e6366d0664d90d09d783f653b3d8f846b58d69c2a8c,b4d29bf4e67e34871a84a37e2e35c2c055020f878d54639df727f81458194254,1,https://modeldb.science/168858?tab=2&file=CoskrenEtAl2015/shunt.mod,,Don't Know,1 - Not confident at all,y,y,,,,,,,subtype_2,
1994,700,733c54c2bf0e76ee5f2c8c4cf9df32808ff6c16003839d421a520004d8f284b8,f77d8cadc5acd197e255cc0a1fcd3c2137c5e4ac27baeefb6b3881ecf67c0c02,1,https://modeldb.science/267646?tab=2&file=JNE%20Model%20for%20ModelDB/Model%20Files/Horizontal_ICa.mod,,I Ca,1 - Not confident at all,y,y,,5/8: updated confidence,,,,,subtype_2,
1995,701,564ff0ce428f1421d94c81754cdd6db15816259e67823e0b85e89ebd8d077065,1b19de8c7f90b1116bacbfac9698fa5affb9fd49d1d09d1c03ba745d6ba6dbb0,1,https://modeldb.science/184732?tab=2&file=FietkiewiczEtAl2016/na.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1996,702,25edb8f54d4ac8f888fbd244d687eedd0b222b3b6d20c42e5e69bb057d2d050c,560a3c8e65f5847a76b7cc70778b909f31aa49a259b453f2c218f8d94724b590,2,https://modeldb.science/267106?tab=2&file=Lodge_2021_Cell_Rep_GC_Models/inh.mod,,Neither,1 - Not confident at all,y,y,,,,,,,subtype_2,
1997,703,9693fe0bd6657cf76b586a3e1fddc0d4c558cade912f395664bd88fdbdfb762e,18ce17f939c70d207fb2a6ceee88792e2075e9af0b9ba801c478aeba79feeb58,2,https://modeldb.science/143633?tab=2&file=Birdno_et_al_2012/modfiles/FakeExcSyn.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
1998,704,f19b1fa12d53d7a405e69f25d241a873294e88544a3943af6477aaec4833232f,720cdf7641d3987a965e839bcf355240b00847067411e084637672db81cbb548,1,https://modeldb.science/267067?tab=2&file=SprattEtAl2021/Na12%20Analysis/mechanisms/na12_mut.mod,,I Na,3 - Highly confident,n,y,,8/9: Updated confidence. NaG -> NaS,,,,,subtype_2,
1999,705,e5ad5d9692474e272d19c0640d46b1e5455b39d3c0f3dee97546d11998919c3b,a654674ccc76ae59820712c74d93dbea7e3ecedae90dc0120c415f72b61fb650,3,https://modeldb.science/267189?tab=2&file=Crbl_tDCS_Zhang2021/DCN/mod_files/DCNsynGABA.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_2,
2000,706,49786cb42f51c10c434dd06e34f157ff9134b5c8758ad5db274772ab8acd7d30,daed685137bb794e3ec9052a1fc9953bd80b50771581b37047641d3f284785cc,1,https://modeldb.science/3343?tab=2&file=DLGN_NEW/gabab.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_2,
2001,707,27202708143aa9f521badd4c2f8b2521127493b1ff0572c66d5a316904c14bfb,2d6c5ee01d790141ede13816a9473bb933b8e6553d83b739a47f5a492f40d6f5,1,https://modeldb.science/155705?tab=2&file=AvellaEtAl2014/Two_netsPaper/mods/synapse/nmdaR.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_2,
2002,708,b45c4624c122890455a0d0b4a28bf8991faed7244ad2236656ef4ca8026294fc,4cc1aba913b0eb2e5b04b2bcf3928c25232a6a1a95288b0995c98fcad87c2fbe,10,https://modeldb.science/157157?tab=2&file=SaudargieneEtAl2015/h.mod,,I Multi,1 - Not confident at all,y,y,,,,,,,subtype_2,I Na (General)
2003,709,9435c66bf92e424b06068870b82a9393db59890c8073bcfeb2dabe75379aa18e,abf9f75db0dd7e77fe3edb8f77401940513a8fafec0326e08dd3eb520789672d,8,https://modeldb.science/157157?tab=2&file=SaudargieneEtAl2015/Ih.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_2,
2004,710,cfc8f6e4c05730ee0a118a584a6d95eacd4efff9f980fb653ba4f094d25e5039,6b6995df37607f0e9ec48f967a0061921fae52215fadbc9b4507d3464dfd31f3,2,https://modeldb.science/267009?tab=2&file=axon_pub_code/unm_pub/mods/na.mod,,I Na,2 - Mildly confident,n,y,,,,,,,subtype_2,
2005,711,ba8c8b02ac0fb0a94bb6b76993898646e7de690c490d47385931139658256d90,e7ab884cdeca53d9b11d9ba10f2131e7eab84fe6fef7dc9b0e2fb909f47c00a5,2,https://modeldb.science/267088?tab=2&file=ModelDB_upload/Hay-based_model/mod/Ca_HVA.mod,,I Ca,1 - Not confident at all,y,y,,0/9: updated confidence,,,,,subtype_2,
2006,712,ff8fb4bd62d9d32438c630976c033827834aea9ad3089bdbff06c9831cf3aa59,bf531c16ef8d3247275975ca194ea3302af274c6aa9f0a76cd171952c2d33496,1,https://modeldb.science/258854?tab=2&file=LCNhippomodel/LCNhm-channelmods/iA.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
2007,713,75d904ed6b715f3e8ac96461a0d2d179989f3fe861907f23de97d9457f6c45a1,5922366d71654fed836af446dd3e6945c22d622c5b55d1e076298945c457f5ed,1,https://modeldb.science/39949?tab=2&file=spinycell/kir2.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
2008,714,553fe4b2aca8f603c680b4911bb6261dfbdca23106b82d0565313543f016f3e6,e6910120aec2ac9d90471f0fab152994e6e3241e5b5e32b35fe96288bc35e453,1,https://modeldb.science/51196?tab=2&file=lsimp2/grc_calc.mod,,I Ca,1 - Not confident at all,y,y,,6/6: updated confidence,,,,,subtype_2,
2009,715,41e08fbf8897bba3c04460958ba3ecdcbb9fa60f0142cb17775d89b09919bc3b,76c619a085f01832730f9efb6b7761f98650727400167f28bb22f12276cdfe88,1,https://modeldb.science/260972?tab=2&file=Model/All_conductances_all_axons/mod%20files/hhaxon.mod,,I Multi,1 - Not confident at all,y,y,,,,,,,subtype_2,I K (Delayed Rectifier)
2010,716,04f8a11a33a56b576f1acbfe6ce71b9128360653fed9d63ad55a6e084d51752b,a7e3a6da43709f239aef5a59ae5ac9fffe41fab3f7f3f714198e60168da7d8aa,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/dcn_fKdr.mod,,I K,3 - Highly confident,n,y,,8/9: updated confidence,,,,,subtype_2,
2011,717,97cc39424aa56280b36df49b4cb38fc28e7d9df6713004edb54b43c36d7053c7,a9fd30a74e5a4633efb9c363c7ab8bfda10a9057e7505d502a85121fbf405553,1,https://modeldb.science/244922?tab=2&file=MukundaNarayanan2017/kdr.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
2012,718,630fb1c21377e0a357126883f3a3312f29d10eceaced1b47b3a6899a3824f751,dcc137d8162deabc626b77d862c09110f428a48b4d2aacbd242e77fadaaf1a88,1,https://modeldb.science/267710?tab=2&file=moustafaetal2023/NEURON%20Model/NafIsb1.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_2,
2013,719,d36c09e8f279fc914f9980da85d1a9da965b7855c28496a34f0f5509ac3027cc,6c59ad4b4b3113a9b5c9f084b40e73ab80b97e1749f8eef0e8f999889b5d3967,1,https://modeldb.science/259732?tab=2&file=sim_noise/glutamate.mod,,R Multi,3 - Highly confident,n,y,,,,,,,subtype_2,R Glutamate (AMPA)
2014,720,9ec536878ec419509adc2dbe6a1927a40af875a98ed6631e43f26debd28ab17f,90e02ad710ebe7263955e6cf7ef38826eeef037b203c615e7292ddfea1a4ff60,1,https://modeldb.science/84589?tab=2&file=eaps/mod/can.mod,,Don't Know,1 - Not confident at all,y,y,,,,,,,subtype_2,
2015,721,a141140ed98543951dfd95d0444b84a7cd9f05815d95c6868704c70c443d094c,50646ba1abafe5314e85deb79d9c15cc2d70267d637af77ef7294c91fbd5f457,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/dcn_CalConc.mod,,Neither,2 - Mildly confident,n,y,,,,,,,subtype_2,
2016,722,ab7f23c251a0c0c8fbe36ea34c390cab5e62b47c44ddb7a5783b11bfaa6f4a19,c65d2d72e6be56e5a80c58741dad248f77d05deff2e6a78e610dcbe6960c50ed,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/dcn_h.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_2,
2017,723,449178f7255faf24aae307d3f705b453c5a835df540428c0bfb65d0e4e3116dd,f6d6d787666131479737a702cebba2b2dd199a949abb766a0692ebf0d268472e,1,https://modeldb.science/264834?tab=2&file=modelDB_scn1a/mechanisms/NaTa_t.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_2,
2018,724,cba8b60f90998d77ac345a20d4c85e839c63cb1fbf91b7a99448d6846852745e,350e5f1fa96b0079140a360df60c3dc3135ad523b8155649bcc5acbe7e9a614e,8,https://modeldb.science/7907?tab=2&file=dendritica-1.1/batch_back/back/mod/kvz_naz/km.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_2,
2019,725,d61f9326654fa6a0ecc79012339923336c8c0b668003533efefafc93f4634932,c0722347f3f7420a4f5457dfe0d03c920e946ceaf0ccfb6e19bf8c2a14642139,1,https://modeldb.science/138273?tab=2&file=NeuroMorph/Motoneuron-MorphoLogy/neuron/INaSM.mod,,I Na,3 - Highly confident,n,y,,8/9: Updated confidence. NaG -> NaT,,,,,subtype_2,
2020,726,48c8f511b368e13115d66730995e99d1b459410c69d9e917a6bd230cc79ad44f,dedcd75fe653d1fd87343ddc39a60a322797bd41468138f055342c34ccdbf9ca,1,https://modeldb.science/259366?tab=2&file=CycleSkipping-Type21/sinGstim.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_2,
2021,727,2cb72ddd80aad3fbd0d3b0c6b9d1afd5b3806c6c3c4a6fb2adc02ac3dd9b39cb,a89cea7401ed4d474f900652e0affa94eb4cbdcfd2e59f790846481572947b6d,1,https://modeldb.science/245415?tab=2&file=AugustinEtAl2018/channels/nat.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_2,
2022,728,e152f92d06acf59056ecbfd54523bd7eb659ba06f34ffbf30e592b85b6178489,56edf341b2db8309f0a32daebd738124505eeb8ff74117567db51184a5fb49d0,2,https://modeldb.science/185858?tab=2&file=CaHDemo/nax.mod,,I Na,3 - Highly confident,n,y,,assume Nat,,,,,subtype_2,
